client_name,supplier_name,proposal_status,award_status,create_date,project_id,project_name,servicestandard,project_location,project_status,seniority_standard,seniority_level,rate,currency,analysis_days,concept_days,implementation_days,audit_days,total_days,rate_total,proposal_total,supp_perc,supp_total,man_days
ABB Asea Brown Boveri Ltd,Hay Group (Korn Ferry),1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Senior Consultant,3,3280.0,CHF,7.5,3.0,1.0,0.0,11.5,37720.0,171240.0,12.0,20548.8,45.5
ABB Asea Brown Boveri Ltd,Mercer,1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Partner,6,2420.0,CHF,1.0,3.0,1.0,0.0,5.0,12100.0,150040.0,2.0,3000.8,62.0
ABB Asea Brown Boveri Ltd,Hay Group (Korn Ferry),1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Director,5,3920.0,CHF,0.0,2.0,0.0,0.0,2.0,7840.0,171240.0,12.0,20548.8,45.5
ABB Asea Brown Boveri Ltd,Hay Group (Korn Ferry),1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Partner,6,5520.0,CHF,0.0,0.0,0.0,0.0,0.0,0.0,171240.0,12.0,20548.8,45.5
ABB Asea Brown Boveri Ltd,Hay Group (Korn Ferry),1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Senior Consultant,3,3280.0,CHF,0.0,0.0,10.0,0.0,10.0,32800.0,171240.0,12.0,20548.8,45.5
ABB Asea Brown Boveri Ltd,Deloitte,1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Partner,6,5000.0,CHF,3.0,2.0,2.0,0.0,7.0,35000.0,337138.0,,,95.0
ABB Asea Brown Boveri Ltd,Mercer,1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Manager,4,2420.0,CHF,4.0,12.0,2.0,0.0,18.0,43560.0,150040.0,2.0,3000.8,62.0
ABB Asea Brown Boveri Ltd,Mercer,1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Consultant,2,2420.0,CHF,8.0,28.0,3.0,0.0,39.0,94380.0,150040.0,2.0,3000.8,62.0
ABB Asea Brown Boveri Ltd,Deloitte,1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Director,5,3680.0,CHF,5.0,4.5,2.0,0.0,11.5,42320.0,337138.0,,,95.0
ABB Asea Brown Boveri Ltd,Deloitte,1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Manager,4,3686.0,CHF,19.0,9.0,5.0,0.0,33.0,121638.0,337138.0,,,95.0
ABB Asea Brown Boveri Ltd,Deloitte,1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Partner,6,5000.0,CHF,2.0,1.0,0.5,0.0,3.5,17500.0,337138.0,,,95.0
ABB Asea Brown Boveri Ltd,Deloitte,1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Manager,4,2900.0,CHF,19.0,10.0,5.0,0.0,34.0,98600.0,337138.0,,,95.0
ABB Asea Brown Boveri Ltd,Deloitte,1,submitted,2020-04-21,1113,ABB Pay per Use,Human Resources & Coaching,Switzerland,cancelled,Director,5,3680.0,CHF,2.0,2.0,2.0,0.0,6.0,22080.0,337138.0,,,95.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,3257.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2748.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,1832.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,2392.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,2035.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,2815.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2381.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,1739.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,1987.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Analyst,1,1242.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,1546.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,3623.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2567.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,1628.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,2001.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,1249.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Analyst,1,662.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,2468.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2043.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,1712.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,1460.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,1168.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,2760.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2070.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,1794.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,1380.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,1035.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2639.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,3564.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,1956.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,1630.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Analyst,1,1016.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,1236.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,4140.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,3168.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,2376.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,2628.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,1728.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Analyst,1,1356.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,5018.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2509.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,1792.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,1255.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,1043.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,3645.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2430.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,1736.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,1432.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,1024.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,1325.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,994.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,698.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,517.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,297.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Analyst,1,220.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,2360.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,1366.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,1035.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,867.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,654.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Capgemini,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Analyst,1,535.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ABB Asea Brown Boveri Ltd,pwc,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Analyst,1,700.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Partner,6,2200.0,USD,20.0,20.0,80.0,0.0,120.0,264000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2000.0,USD,40.0,40.0,160.0,0.0,240.0,480000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2000.0,USD,40.0,40.0,160.0,0.0,240.0,480000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2000.0,USD,40.0,40.0,160.0,0.0,240.0,480000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Director,5,2000.0,USD,40.0,40.0,160.0,0.0,240.0,480000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,1800.0,USD,40.0,40.0,160.0,0.0,240.0,432000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,1800.0,USD,40.0,40.0,160.0,0.0,240.0,432000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,1800.0,USD,40.0,40.0,160.0,0.0,240.0,432000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,1600.0,USD,0.0,40.0,160.0,0.0,200.0,320000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,1600.0,USD,40.0,40.0,160.0,0.0,240.0,384000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,1360.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Analyst,1,1040.0,USD,40.0,40.0,160.0,0.0,240.0,249600.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,450.0,USD,40.0,40.0,160.0,0.0,240.0,108000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,450.0,USD,0.0,0.0,0.0,0.0,0.0,0.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Manager,4,450.0,USD,40.0,40.0,160.0,0.0,240.0,108000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,360.0,USD,40.0,40.0,160.0,0.0,240.0,86400.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Senior Consultant,3,360.0,USD,40.0,40.0,160.0,0.0,240.0,86400.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Consultant,2,315.0,USD,0.0,40.0,160.0,0.0,200.0,63000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Tata Consultancy Services,1,lost,2020-04-14,1109,IS M&A Factory Services,"Transactions, Mergers & Aquisition",Switzerland,completed,Analyst,1,225.0,USD,40.0,40.0,160.0,0.0,240.0,54000.0,4939400.0,,,3880.0
ABB Asea Brown Boveri Ltd,Xoomworks,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Director,5,1685.0,CHF,0.0,6.25,12.5,0.0,18.75,31593.75,1522693.75,0.0,0.0,1331.5
ABB Asea Brown Boveri Ltd,Xoomworks,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Manager,4,1450.0,CHF,0.0,125.0,285.0,0.0,410.0,594500.0,1522693.75,0.0,0.0,1331.5
ABB Asea Brown Boveri Ltd,Xoomworks,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Director,5,1450.0,CHF,0.0,60.0,50.0,0.0,110.0,159500.0,1522693.75,0.0,0.0,1331.5
ABB Asea Brown Boveri Ltd,Xoomworks,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Senior Consultant,3,1450.0,CHF,0.0,23.0,17.5,0.0,40.5,58725.0,1522693.75,0.0,0.0,1331.5
ABB Asea Brown Boveri Ltd,Xoomworks,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Analyst,1,750.0,CHF,0.0,115.0,365.0,0.0,480.0,360000.0,1522693.75,0.0,0.0,1331.5
ABB Asea Brown Boveri Ltd,Xoomworks,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Director,5,1450.0,CHF,0.0,4.0,0.0,0.0,4.0,5800.0,1522693.75,0.0,0.0,1331.5
ABB Asea Brown Boveri Ltd,Xoomworks,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Analyst,1,750.0,CHF,0.0,61.0,123.5,0.0,184.5,138375.0,1522693.75,0.0,0.0,1331.5
ABB Asea Brown Boveri Ltd,Xoomworks,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Senior Consultant,3,2080.0,CHF,0.0,11.5,17.75,0.0,29.25,60840.0,1522693.75,0.0,0.0,1331.5
ABB Asea Brown Boveri Ltd,Xoomworks,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Senior Consultant,3,2080.0,CHF,0.0,19.0,35.5,0.0,54.5,113360.0,1522693.75,0.0,0.0,1331.5
ABB Asea Brown Boveri Ltd,Infosys,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Director,5,316.8,CHF,0.0,115.0,320.0,0.0,435.0,137808.0,1210308.0,,,2782.5
ABB Asea Brown Boveri Ltd,Infosys,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Director,5,1000.0,CHF,0.0,45.0,340.0,0.0,385.0,385000.0,1210308.0,,,2782.5
ABB Asea Brown Boveri Ltd,Infosys,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Senior Consultant,3,272.8,CHF,0.0,105.0,245.0,0.0,350.0,95480.0,1210308.0,,,2782.5
ABB Asea Brown Boveri Ltd,Infosys,1,lost,2020-05-12,1131,eProcurement Succession,IT Implementation,Germany,completed,Director,5,404.8,CHF,0.0,150.0,340.0,0.0,490.0,198352.0,1210308.0,,,2782.5
